,id,status_group
23909,8805,functional
58062,39423,functional
39445,59892,non functional
24192,66543,functional
8574,25187,functional
44254,68529,functional
17804,19982,functional
29747,24646,functional
24888,1994,functional
58838,47786,non functional
26805,36135,functional
21352,73032,functional
53358,2731,functional
28639,29887,non functional
25340,21240,non functional
28166,72856,non functional
11374,45748,functional
38333,16826,functional
35533,50933,functional
33676,38916,non functional
32808,22870,non functional
24110,28281,functional
3224,12596,functional
18506,74122,functional
7113,52366,functional
17921,65046,functional
14987,37591,non functional
18071,5423,non functional
546,65266,functional
48057,38592,non functional
37024,23251,non functional
33853,25990,non functional
2860,29589,functional
58573,25546,functional needs repair
39522,1144,functional
40852,46403,functional
27819,57852,non functional
19963,49570,functional
47404,54175,non functional
53645,55874,non functional
37382,58507,functional needs repair
21677,32662,non functional
1455,66859,functional
32474,29325,functional
45479,4356,functional
37670,25270,functional
50014,59602,functional
4899,3818,non functional
25433,55192,non functional
50424,26305,functional
10673,66711,functional
13989,70144,functional
40476,30060,functional
42012,57603,non functional
12368,64703,functional
36539,15380,functional
46649,38124,functional
21551,42990,non functional
52966,73077,functional
51461,42693,functional
5863,54187,non functional
53403,36480,functional
9800,10457,functional
7293,28600,non functional
22696,52806,functional needs repair
50443,53370,non functional
11981,23908,functional
56411,67372,functional
44431,21119,functional
52863,33329,functional
58316,35787,non functional
50123,19438,functional
19404,25283,functional
7563,71583,functional needs repair
52927,34406,non functional
30191,21299,non functional
18540,64993,functional
34175,36686,functional
2598,66201,non functional
7744,43925,functional
20442,5700,non functional
29020,42186,non functional
11586,68747,functional
31014,11138,non functional
27114,69632,functional
48173,39810,functional
57330,73345,non functional
34434,30707,functional
38284,49001,non functional
44697,60513,functional needs repair
20553,28594,functional
16613,6572,functional
8202,59763,functional
48136,34128,functional
39909,55436,functional
359,17978,functional
44693,23551,functional
57888,43091,non functional
54399,3607,non functional
56078,64915,non functional
17371,59557,functional
23343,68757,functional
29749,12060,functional
813,11388,functional
48624,937,non functional
2238,27782,functional
12728,73174,functional
11886,12314,functional
26277,27553,functional
23665,7874,non functional
17408,55816,functional
17709,36515,non functional
56015,2161,functional
49625,2299,functional
11042,29607,non functional
47439,57330,non functional
18855,56065,functional
55569,31821,non functional
1421,19026,functional
23643,31144,functional needs repair
58451,57252,non functional
51082,2922,non functional
17683,45649,non functional
42458,41875,functional
52694,33863,non functional
2092,37643,non functional
50810,38031,functional needs repair
7289,24313,functional
36103,13567,functional
53821,31675,functional
7196,68094,non functional
15274,21971,non functional
55761,20510,functional
29677,29436,functional
42704,3811,functional
46028,66432,non functional
51172,58494,functional
54947,53693,functional
24330,31842,functional
43214,46436,functional
35620,11797,non functional
52632,56746,functional
3038,66082,functional
6710,43766,functional
47803,4042,functional needs repair
56280,70171,non functional
33293,72633,functional
49765,65861,non functional
40361,40148,functional
54253,65389,functional
30204,29345,non functional
48862,37688,functional
36963,38223,functional
24476,73382,non functional
16164,8119,functional
54430,8649,non functional
32136,32578,non functional
13316,4748,functional
49102,28344,functional
17109,59480,non functional
11172,18205,non functional
24923,17893,functional needs repair
14408,24717,non functional
9687,15190,non functional
49139,35355,non functional
46958,11214,functional
32925,48272,functional
52113,57611,non functional
58181,48414,non functional
23048,48577,functional
23391,66326,functional
43669,28220,non functional
30957,35377,non functional
37808,11540,functional
26271,69437,non functional
16051,23997,non functional
11223,61196,non functional
54098,3860,non functional
38444,10510,functional needs repair
4316,40889,functional
2762,9749,functional
37119,26501,functional
33891,58878,functional
5198,6671,functional
51477,62462,non functional
21746,2989,functional
5432,60584,functional
47315,2353,functional
30572,21468,functional
2446,34398,functional
8611,11823,non functional
11386,56232,non functional
32495,34622,functional
42438,40718,functional
23195,30319,non functional
22216,19601,non functional
16801,27413,non functional
4587,17538,non functional
24219,5380,functional
24265,39190,non functional
37867,13011,non functional
20895,27983,functional
52781,29711,functional
49696,9710,functional
52277,28880,functional
41871,38747,functional
2699,62609,functional
41336,2827,non functional
41545,60773,functional
21406,8714,non functional
4560,10761,non functional
10345,44959,functional
26276,74001,functional
5976,37838,functional
44340,73290,functional needs repair
38604,64847,non functional
22120,53593,functional
13765,24171,functional
991,458,functional
50224,27436,non functional
37539,40694,functional needs repair
19945,3671,non functional
37214,28054,functional
8280,46641,non functional
51039,14391,non functional
24413,68434,functional
26111,49231,functional
29358,1626,functional
49604,58812,functional
5902,39308,functional
24388,64968,functional
28094,27163,functional
29766,31473,non functional
5548,47400,functional
31872,35144,functional
28673,607,functional
36829,23172,non functional
41461,48674,non functional
54586,63021,non functional
11517,2865,functional
10791,46973,non functional
30889,35532,non functional
9954,1315,non functional
43033,55289,non functional
5621,50868,functional
31231,19204,functional
36922,51221,functional needs repair
26033,28356,functional
18374,6528,functional needs repair
36935,65704,non functional
44874,45373,functional
39118,63159,functional
2746,41263,non functional
22099,17733,non functional
21693,37491,non functional
51717,13997,non functional
38385,37743,non functional
42365,62265,functional
50352,24775,functional
1935,757,non functional
14552,73428,functional
52447,19349,functional
30003,55807,functional
11855,33800,functional
40521,11364,functional
10945,38540,non functional
40739,51175,non functional
11248,55574,non functional
57119,49864,non functional
43238,53495,functional
2465,11204,functional
41419,22415,functional
51448,68738,functional
21530,6999,non functional
27063,14566,functional
22153,46714,non functional
57012,24992,non functional
34986,1569,functional
31955,15184,non functional
7310,51618,non functional
16743,20763,non functional
18062,11402,non functional
22804,23241,functional
15314,36,functional
43084,40761,functional
30383,29241,non functional
48168,4047,functional needs repair
25456,65359,functional
28509,45441,functional
49457,29209,non functional
45952,531,functional
55887,28750,non functional
54118,62047,non functional
7350,46067,functional needs repair
54769,18682,functional needs repair
15988,42657,non functional
18733,20377,non functional
8157,41026,functional
43377,27701,non functional
17519,35818,non functional
23717,29147,functional
23748,45563,non functional
31967,25442,functional
58482,73144,functional
39174,51099,functional
33955,29337,functional needs repair
11721,53751,non functional
5199,72621,functional
21612,6767,functional
11718,26586,non functional
38888,2223,non functional
54324,27569,non functional
49894,71594,functional
34513,50394,functional
2683,44036,non functional
50681,31153,functional
11857,50569,functional needs repair
38715,31823,non functional
49840,65595,functional
25492,72273,functional
42698,11555,functional needs repair
29353,17630,functional
24354,63597,functional
30042,34667,functional
55042,41143,functional
37506,35941,functional
1310,19273,non functional
49327,1880,functional
27008,36695,functional
54667,40404,functional
24795,66266,functional
4929,55895,functional
3567,72097,non functional
17626,14162,functional
41826,30937,functional
42403,14336,functional
45828,1173,non functional
12903,32297,functional
35821,35940,functional needs repair
34472,51110,functional
30379,43874,non functional
36773,46278,functional needs repair
16858,48263,non functional
